City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Talaya,RU,61.38,152.75,16.34,94,92,3.71,overcast clouds
363,Pisco,PE,-13.7,-76.22,61.0,87,0,4.7,clear sky
364,Maraba,BR,-5.37,-49.12,77.0,83,100,2.24,light rain
365,Sur,OM,22.57,59.53,82.85,31,0,6.17,clear sky
366,Naze,JP,28.37,129.48,77.0,57,20,6.93,few clouds
367,Nacozari,MX,25.34,-108.26,72.0,82,4,3.0,clear sky
368,Comodoro Rivadavia,AR,-45.87,-67.5,51.8,34,0,23.04,clear sky
369,Duxbury,US,42.04,-70.67,55.99,100,90,9.24,mist
370,Amguri,IN,26.8,94.53,89.6,59,20,3.36,few clouds
371,Kenora,CA,49.82,-94.43,19.4,67,40,19.46,scattered clouds
372,Upata,VE,8.01,-62.4,75.99,90,100,3.78,overcast clouds
373,San Quintin,MX,30.48,-115.95,59.52,29,0,11.92,clear sky
374,Poum,NC,-20.23,164.02,76.78,73,91,9.22,overcast clouds
375,Campbell River,CA,50.02,-125.24,42.8,87,75,2.35,broken clouds
376,Faanui,PF,-16.48,-151.75,80.38,79,93,17.18,light rain
377,Dergachi,RU,51.23,48.77,39.06,67,0,7.92,clear sky
378,Leshukonskoye,RU,64.9,45.76,35.22,94,100,7.94,overcast clouds
379,Dabwali,IN,29.95,74.73,90.32,11,0,5.68,clear sky
380,Maragogi,BR,-9.01,-35.22,75.99,84,97,11.05,overcast clouds
381,Pontes E Lacerda,BR,-15.23,-59.34,70.84,96,96,1.48,overcast clouds
382,Kungurtug,RU,50.6,97.52,43.41,53,0,0.74,clear sky
383,Gewane,ET,10.17,40.65,88.95,15,22,4.05,few clouds
384,Luganville,VU,-15.53,167.17,77.0,78,63,10.0,broken clouds
385,San Jeronimo,PE,-11.95,-75.28,49.37,74,85,0.65,overcast clouds
386,Holly Hill,US,29.24,-81.04,78.01,94,20,3.36,few clouds
387,Bogande,BF,12.97,-0.14,85.15,23,14,4.34,few clouds
388,Ippy,CF,6.27,21.22,77.5,89,67,4.79,light rain
389,Kristiinankaupunki,FI,62.27,21.38,50.83,92,100,22.62,light rain
390,Bagdarin,RU,54.43,113.6,21.83,82,0,4.9,clear sky
391,Manokwari,ID,-0.87,134.08,84.36,69,60,3.22,broken clouds
392,Port Hedland,AU,-20.32,118.57,82.4,65,48,18.34,scattered clouds
393,Doume,CM,4.23,13.45,72.46,94,93,0.72,moderate rain
394,Atocha,BO,-20.93,-66.23,43.9,75,11,3.65,few clouds
395,Novobiryusinskiy,RU,56.96,97.71,35.76,97,100,3.58,light rain
396,Tumwater,US,47.01,-122.91,37.0,92,1,1.07,clear sky
397,Kaeo,NZ,-35.1,173.78,66.0,86,42,4.0,scattered clouds
398,Kaka,TM,37.35,59.61,76.8,17,100,13.2,overcast clouds
399,Mardin,TR,37.31,40.74,82.4,17,0,4.7,clear sky
400,Ampanihy,MG,-24.7,44.75,91.13,23,0,1.59,clear sky
401,Vilyuysk,RU,63.76,121.62,6.44,92,16,3.13,few clouds
402,Korla,CN,41.76,86.15,60.26,30,0,17.47,clear sky
403,Torrington,US,41.8,-73.12,52.0,99,100,7.85,overcast clouds
404,Kargopol,RU,61.51,38.95,41.32,93,100,10.74,light rain
405,Cedar City,US,37.68,-113.06,19.4,44,1,3.36,clear sky
406,Kudahuvadhoo,MV,2.67,72.89,83.44,70,1,6.87,clear sky
407,Port Hardy,CA,50.7,-127.42,46.4,93,90,10.29,light rain
408,Daru,PG,-9.08,143.21,80.78,83,65,13.94,broken clouds
409,Aborlan,PH,9.44,118.55,78.8,88,90,9.17,light rain
410,La Ronge,CA,55.1,-105.28,23.0,92,90,10.29,light snow
411,Talnakh,RU,69.49,88.4,1.4,84,0,11.18,clear sky
412,Jasper,US,37.2,-94.35,32.0,99,90,12.75,overcast clouds
413,Cajamarca,PE,-7.16,-78.5,54.14,83,100,2.1,overcast clouds
414,Buriti Bravo,BR,-5.84,-43.83,71.67,98,81,2.77,moderate rain
415,Marawi,PH,8.0,124.29,82.0,76,100,8.01,moderate rain
416,Kutum,SD,14.2,24.67,80.22,18,0,7.81,clear sky
417,Bambous Virieux,MU,-20.34,57.76,80.6,54,20,11.41,few clouds
418,Ningxiang,CN,37.34,111.21,46.09,51,100,4.45,overcast clouds
419,Udachnyy,RU,66.42,112.4,-4.0,83,88,2.24,light snow
420,Matara,LK,5.95,80.54,83.84,75,52,9.17,moderate rain
421,Saldanha,ZA,-33.01,17.94,64.4,78,40,11.41,scattered clouds
422,Tinglev,DK,54.93,9.25,48.99,87,96,14.99,light rain
423,Taber,CA,49.82,-112.15,33.8,74,1,27.51,clear sky
424,Tadine,NC,-21.55,167.88,73.44,80,4,16.24,clear sky
425,San Policarpo,PH,12.18,125.51,83.98,75,58,7.36,light rain
426,Atagay,RU,55.1,99.39,39.78,70,100,3.4,overcast clouds
427,Port Blair,IN,11.67,92.75,84.54,67,36,6.15,scattered clouds
428,Sibolga,ID,1.74,98.78,85.35,61,1,5.35,clear sky
429,Bonavista,CA,48.65,-53.11,37.99,80,100,4.0,overcast clouds
430,Laguna,US,38.42,-121.42,57.99,16,1,9.17,clear sky
431,Port Moresby,PG,-9.44,147.18,84.2,79,40,13.87,haze
432,Churapcha,RU,62.0,132.43,15.26,96,100,6.38,overcast clouds
433,Cockburn Town,TC,21.46,-71.14,82.54,78,44,17.83,scattered clouds
434,Beloha,MG,-25.17,45.05,93.51,23,0,4.36,clear sky
435,La Rochelle,FR,46.17,-1.15,55.4,87,75,9.17,broken clouds
436,Corinto,GR,37.94,22.96,69.01,54,28,5.01,scattered clouds
437,Morant Bay,JM,17.88,-76.41,78.8,83,20,4.7,few clouds
438,Salinas,US,36.68,-121.66,53.01,61,1,2.28,clear sky
439,Big Rapids,US,43.7,-85.48,35.6,93,90,2.71,overcast clouds
440,Antalya,TR,36.77,30.72,80.6,32,0,6.93,clear sky
441,Labuhan,ID,-6.88,112.21,86.18,63,99,9.93,moderate rain
442,Gomel,BY,52.43,30.98,44.6,87,0,11.18,clear sky
443,Roznava,SK,48.66,20.54,55.99,66,75,8.05,broken clouds
444,Yumen,CN,40.28,97.2,50.29,37,100,11.36,moderate rain
445,Marsaxlokk,MT,35.84,14.54,64.99,93,40,10.29,scattered clouds
446,Xinzhou,CN,38.41,112.73,56.21,33,100,1.61,overcast clouds
447,Roald,NO,62.58,6.13,44.6,75,0,6.93,clear sky
448,Mirnyy,RU,62.54,113.96,15.8,72,75,2.24,light shower snow
449,Marzuq,YE,14.4,46.47,78.55,16,18,8.25,few clouds
450,Corsicana,US,32.1,-96.47,41.0,93,90,11.41,mist
451,Shu,KZ,43.6,73.76,69.66,22,0,15.99,clear sky
452,Bani Walid,LY,31.76,13.99,72.43,56,0,6.2,clear sky
453,Eureka,US,40.8,-124.16,42.8,81,1,3.36,clear sky
454,Saint-Denis,FR,48.92,2.33,48.99,87,75,10.29,broken clouds
455,Emerald,AU,-23.53,148.17,71.6,73,73,6.93,broken clouds
456,Marovoay,MG,-16.1,46.63,87.8,48,20,13.87,few clouds
457,East Hemet,US,33.74,-116.94,46.0,26,66,1.97,broken clouds
458,Jumla,NP,29.27,82.18,65.71,25,0,6.98,clear sky
459,Cap Malheureux,MU,-19.98,57.61,80.01,61,0,8.01,clear sky
460,Port-Gentil,GA,-0.72,8.78,82.4,78,40,10.29,scattered clouds
461,Vila Do Maio,CV,15.13,-23.22,78.8,78,75,14.99,broken clouds
462,Benguela,AO,-12.58,13.41,78.8,69,75,4.7,broken clouds
463,Tezu,IN,27.92,96.17,86.13,50,5,3.04,clear sky
464,Turukhansk,RU,65.82,87.98,7.72,90,0,7.45,clear sky
465,Mareeba,AU,-17.0,145.43,82.4,65,40,9.17,light rain
466,Sainte-Marie,RE,-20.9,55.55,78.8,61,90,6.93,overcast clouds
467,Abha,SA,18.22,42.51,69.8,15,20,9.17,few clouds
468,Banda Aceh,ID,5.56,95.32,86.36,62,26,16.84,scattered clouds
469,Antofagasta,CL,-23.65,-70.4,59.0,77,90,5.82,overcast clouds
470,Onguday,RU,50.75,86.15,52.09,41,78,5.86,broken clouds
471,Batagay,RU,67.63,134.63,9.18,95,100,2.06,light snow
472,Mendi,PG,-6.18,143.65,58.46,100,100,1.1,light rain
473,Vao,NC,-22.67,167.48,72.81,83,53,19.08,broken clouds
474,Carutapera,BR,-1.2,-46.02,78.19,84,48,7.05,scattered clouds
475,Bubaque,GW,11.28,-15.83,82.15,81,1,9.37,clear sky
476,Lodja,CD,-3.48,23.43,69.76,97,100,1.57,moderate rain
477,College,US,64.86,-147.8,26.6,79,90,5.82,light snow
478,Conway,US,35.09,-92.44,48.2,100,90,10.29,mist
479,Quatre Cocos,MU,-20.21,57.76,80.6,54,20,11.41,few clouds
480,Aljezur,PT,37.32,-8.8,57.02,70,47,1.61,scattered clouds
481,Skibbereen,IE,51.55,-9.27,50.0,87,75,13.87,broken clouds
482,Penzance,GB,50.12,-5.54,55.4,100,90,24.16,overcast clouds
483,Nanortalik,GL,60.14,-45.24,30.52,91,2,16.91,clear sky
484,Keti Bandar,PK,24.14,67.45,88.2,32,0,10.11,clear sky
485,Lumphat,KH,13.49,106.98,81.95,88,100,3.8,light rain
486,Westport,US,41.14,-73.36,57.0,98,100,5.86,overcast clouds
487,Panjab,AF,34.39,67.02,59.09,23,0,8.43,clear sky
488,Ambon,ID,-3.7,128.18,84.2,74,75,2.24,broken clouds
489,Yar-Sale,RU,66.83,70.83,8.17,95,12,5.1,few clouds
490,Urumqi,CN,43.8,87.6,51.8,34,0,4.47,clear sky
491,Lososina,RU,49.0,140.31,40.62,70,0,3.22,clear sky
492,Orahovac,XK,42.4,20.65,53.01,93,40,1.66,mist
493,Tuy Hoa,VN,13.08,109.3,80.06,79,100,8.86,moderate rain
494,Mill Valley,US,37.91,-122.55,61.0,18,93,1.99,overcast clouds
495,Ndioum,SN,16.51,-14.65,73.4,69,0,8.5,clear sky
496,Vestmannaeyjar,IS,63.44,-20.27,39.2,86,75,41.38,light intensity drizzle
497,Ust-Kut,RU,56.79,105.77,29.17,94,98,4.05,overcast clouds
498,Bratslav,UA,48.82,28.94,54.0,100,90,6.71,mist
499,La Paz,BO,-16.5,-68.15,39.2,100,40,3.36,fog
500,Kambileyevskoye,RU,43.08,44.75,51.8,100,75,4.47,broken clouds
501,Oldenburg,DE,53.17,8.2,50.0,88,40,7.0,scattered clouds
502,Turkistan,KZ,43.0,68.0,61.7,35,100,16.98,overcast clouds
503,Zonguldak,TR,41.25,31.83,69.01,52,0,2.68,clear sky
504,Pattao,PH,18.25,121.82,85.19,74,100,7.11,light rain
505,Vaitape,PF,-16.52,-151.75,81.23,77,92,17.11,light rain
506,Praia Da Vitoria,PT,38.73,-27.07,66.2,88,75,13.82,broken clouds
507,Palmer,US,42.16,-72.33,50.0,100,90,4.47,mist
508,Minot,US,48.23,-101.3,24.8,68,1,16.11,clear sky
509,Bilma,NE,18.69,12.92,82.4,15,0,1.7,clear sky
510,Kruisfontein,ZA,-34.0,24.73,75.99,67,0,1.99,clear sky
511,Te Anau,NZ,-45.42,167.72,48.34,80,3,3.85,clear sky
512,Fort-Shevchenko,KZ,44.51,50.26,54.3,43,99,14.38,overcast clouds
513,Sabalgarh,IN,26.25,77.4,90.64,16,0,4.72,clear sky
514,Milkovo,RU,54.72,158.62,38.08,95,100,4.54,light rain
515,Angoche,MZ,-16.23,39.91,85.91,54,2,8.55,clear sky
516,Faya,SA,18.39,42.45,71.6,13,20,12.75,few clouds
517,Cayce,US,33.97,-81.07,59.0,93,1,1.25,clear sky
518,Nobeoka,JP,32.58,131.67,63.0,47,72,1.01,broken clouds
519,Banganapalle,IN,15.32,78.23,87.8,46,0,7.09,clear sky
520,Kaset Sombun,TH,16.28,101.95,81.41,73,100,6.11,light rain
521,Kenai,US,60.55,-151.26,35.6,80,90,4.7,overcast clouds
522,Labuan,MY,5.28,115.24,84.2,70,20,5.82,moderate rain
523,Staryy Nadym,RU,65.61,72.68,9.0,93,0,8.61,clear sky
524,Yulara,AU,-25.24,130.99,87.8,10,0,4.7,clear sky
525,Mangrol,IN,21.12,70.12,88.81,35,0,7.23,clear sky
526,Beckley,US,37.78,-81.19,54.0,100,90,3.36,fog
527,Barcelos,PT,41.54,-8.62,55.4,93,75,13.87,broken clouds
528,Kantilo,IN,20.35,85.18,87.8,55,0,4.7,haze
529,Moose Factory,CA,51.26,-80.61,19.4,79,1,9.17,clear sky
530,Gotsu,JP,35.0,132.22,66.2,55,20,3.36,few clouds
531,Whitley Bay,GB,55.04,-1.45,44.01,87,20,2.24,few clouds
532,Hirado,JP,33.36,129.55,69.8,49,75,1.12,broken clouds
533,Pacifica,US,37.61,-122.49,60.01,57,1,3.36,clear sky
534,Taloqan,AF,36.74,69.53,74.1,17,76,6.49,broken clouds
535,Skjervoy,NO,70.03,20.97,30.2,74,0,18.34,clear sky
536,Flinders,AU,-34.58,150.86,64.0,72,8,1.99,clear sky
537,Asau,RO,46.43,26.4,59.0,79,0,2.39,clear sky
538,Talara,PE,-4.58,-81.27,64.87,89,100,14.25,overcast clouds
539,Pizarro,CO,4.95,-77.37,77.76,89,99,5.37,light rain
540,Pitimbu,BR,-7.47,-34.81,75.2,94,20,10.69,few clouds
541,Itaqui,BR,-29.13,-56.55,54.57,94,0,6.4,clear sky
542,Tari,NG,12.41,4.49,84.33,22,26,7.76,scattered clouds
543,Poopo,BO,-18.37,-66.97,48.25,67,13,2.01,few clouds
544,Kalabo,ZM,-14.97,22.68,92.79,17,0,14.79,clear sky
545,Guanare,VE,9.04,-69.74,71.1,93,13,2.06,few clouds
546,Oyama,JP,36.3,139.8,72.0,55,75,6.93,broken clouds
547,Chicama,PE,-7.84,-79.15,63.16,85,100,3.49,overcast clouds
548,Xiaoweizhai,CN,26.19,107.51,69.87,66,50,5.14,scattered clouds
549,Ahipara,NZ,-35.17,173.17,60.69,93,79,1.54,broken clouds
550,Villazon,BO,-22.09,-65.59,46.22,70,69,4.5,broken clouds
551,Mackay,AU,-21.15,149.2,78.8,74,40,9.17,moderate rain
552,Ciudad Bolivar,VE,8.12,-63.55,75.56,87,100,6.29,overcast clouds
553,Cozumel,MX,20.51,-86.95,75.2,88,90,31.09,moderate rain
554,Ahuimanu,US,21.44,-157.84,78.8,83,75,3.36,broken clouds
555,Pangai,TO,-19.8,-174.35,75.4,79,15,18.14,light rain
556,Hambantota,LK,6.12,81.12,89.6,66,90,4.7,moderate rain
557,Boyuibe,BO,-20.42,-63.28,62.42,51,59,1.12,broken clouds
558,Vrangel,RU,42.73,133.08,54.43,79,1,6.2,clear sky
559,Ordynskoye,RU,54.37,81.9,49.96,57,73,8.95,broken clouds
560,Gouyave,GD,12.16,-61.73,80.6,88,20,11.41,few clouds
561,Cherdyn,RU,60.4,56.48,25.66,93,0,4.18,clear sky
562,Domanivka,UA,47.63,30.99,59.56,73,59,10.6,broken clouds
563,Inyonga,TZ,-6.72,32.07,73.8,62,100,5.46,overcast clouds
564,Huancabamba,PE,-5.24,-79.45,57.74,79,52,0.58,broken clouds
565,Ewa Beach,US,21.32,-158.01,78.8,83,1,4.7,clear sky
566,At-Bashi,KG,41.17,75.81,51.48,39,0,2.39,clear sky
567,Ormara,PK,25.21,64.64,78.96,53,0,12.03,clear sky
568,Namatanai,PG,-3.67,152.43,82.09,69,58,1.1,broken clouds
569,Garowe,SO,8.41,48.48,84.63,29,96,4.65,overcast clouds
570,Itacoatiara,BR,-3.14,-58.44,77.32,81,52,1.34,light rain
571,Lima,PE,-12.04,-77.03,60.8,87,0,5.82,clear sky
572,Ulladulla,AU,-35.35,150.47,61.0,67,75,12.75,light rain
573,Kandrian,PG,-6.22,149.55,77.58,88,100,4.05,overcast clouds
574,Abu Kamal,SY,34.45,40.92,83.62,14,0,3.09,clear sky
575,Gizo,SB,-8.1,156.84,82.58,73,95,2.64,overcast clouds
576,North Branch,US,45.51,-92.98,16.0,93,3,3.0,clear sky
577,Kendari,ID,-3.94,122.5,85.53,60,13,7.4,few clouds
578,Buchanan,LR,5.88,-10.05,80.6,88,75,2.3,mist
579,Makokou,GA,0.57,12.86,73.33,92,100,3.51,overcast clouds
580,Pundaguitan,PH,6.37,126.17,84.02,72,100,7.56,moderate rain
581,Camacha,PT,33.08,-16.33,64.4,68,40,6.93,scattered clouds
582,Kindersley,CA,51.47,-109.17,33.8,64,90,18.34,overcast clouds
583,Alyangula,AU,-13.85,136.42,86.0,66,90,9.17,overcast clouds
584,Kununurra,AU,-15.77,128.73,93.2,41,69,9.17,broken clouds
585,Cessnock,AU,-32.83,151.35,62.01,85,29,5.08,scattered clouds
586,Hay River,CA,60.82,-115.8,26.6,92,90,11.41,light snow
587,Sacramento,US,38.47,-121.32,57.99,16,1,9.17,clear sky
588,Primero De Enero,CU,21.95,-78.43,80.6,94,98,6.93,overcast clouds
589,Kabinda,CD,-6.13,24.48,72.21,87,100,2.77,overcast clouds
590,Auki,SB,-8.77,160.7,79.32,83,100,3.4,overcast clouds
591,Maldonado,UY,-34.67,-54.92,53.6,87,0,12.75,clear sky
592,Chingirlau,KZ,51.09,54.08,36.75,74,0,15.75,clear sky
593,Jalu,LY,29.03,21.55,79.54,34,32,11.18,scattered clouds
594,Deltona,US,28.9,-81.26,75.0,94,1,4.7,clear sky
595,Guarda,PT,40.54,-7.27,53.01,85,86,5.01,overcast clouds
596,Khandbari,NP,27.37,87.2,80.13,42,7,4.7,clear sky
597,Dunedin,NZ,-45.87,170.5,51.01,75,13,4.54,few clouds
598,Ribeira Brava,PT,32.65,-17.07,66.2,63,75,9.17,broken clouds
599,Aplahoue,BJ,6.93,1.68,79.81,81,20,2.91,few clouds
600,Krasnoye,UA,49.91,24.61,55.0,93,0,6.71,clear sky
601,Saint-Pierre,RE,-21.34,55.48,80.6,65,90,13.87,overcast clouds
602,Tura,IN,25.52,90.22,80.82,77,4,4.0,light rain
603,Mweka,CD,-4.85,21.57,85.23,55,8,3.49,clear sky
604,Lewistown,US,40.6,-77.57,53.01,93,20,8.05,few clouds
605,Canoinhas,BR,-26.18,-50.39,59.23,98,40,2.91,scattered clouds
606,Roma,US,43.21,-75.46,44.6,87,90,3.36,overcast clouds
607,Toppenish,US,46.38,-120.31,28.0,85,1,0.98,clear sky
608,Ureki,GE,42.0,41.78,77.0,37,0,20.8,clear sky
609,Lithgow,AU,-33.48,150.15,48.99,94,66,6.64,light rain
610,Battle Creek,US,42.32,-85.18,37.4,86,90,1.97,overcast clouds
611,Orebro,SE,59.27,15.21,48.99,93,75,5.82,broken clouds
612,Xochihuehuetlan,MX,17.92,-98.43,65.62,83,73,2.48,broken clouds
613,Kralendijk,BQ,12.15,-68.27,80.6,83,17,6.93,light rain
614,Spornoye,RU,50.84,37.29,50.0,61,0,15.66,clear sky
615,Aripuana,BR,-9.17,-60.63,73.2,97,100,0.58,overcast clouds
616,Tromso,NO,69.65,18.96,41.0,69,40,27.51,scattered clouds
617,Balikpapan,ID,-1.27,116.83,83.25,75,100,3.11,overcast clouds
618,Niamey,NE,13.51,2.11,82.4,30,0,6.93,dust
619,Saquena,PE,-4.67,-73.52,74.48,89,100,0.4,overcast clouds
620,Guiyang,CN,26.58,106.72,64.4,82,90,2.24,mist
621,Mbigou,GA,-1.9,11.91,71.65,92,100,1.81,light rain
622,Rawson,AR,-43.3,-65.1,57.52,46,99,12.75,overcast clouds
623,Orcopampa,PE,-15.27,-72.34,47.12,50,99,0.83,overcast clouds
624,Yurty,RU,56.05,97.63,35.96,97,100,4.38,light rain
625,Goderich,CA,43.75,-81.72,43.0,88,97,8.57,overcast clouds
626,Aswan,EG,24.09,32.91,88.0,29,0,7.78,clear sky
627,Digapahandi,IN,19.37,84.58,86.65,51,0,6.76,clear sky
628,Indianola,US,41.36,-93.56,27.0,64,100,4.29,overcast clouds
629,Helena,US,46.59,-112.04,21.0,72,1,5.17,clear sky
630,Baiyin,CN,36.56,104.21,41.0,86,90,8.95,overcast clouds
631,Aloleng,PH,16.13,119.78,83.57,75,100,6.02,moderate rain
632,Valdez,EC,1.25,-78.98,76.46,88,100,10.27,light rain
633,Shingu,JP,33.73,135.98,66.2,55,20,4.7,few clouds
634,Najran,SA,17.49,44.13,80.6,15,0,4.7,clear sky
635,Terre-De-Bas,GP,15.85,-61.64,78.8,83,22,6.93,thunderstorm
636,Valparaiso,CL,-33.04,-71.63,44.6,100,0,3.36,clear sky
637,Lappeenranta,FI,61.06,28.19,50.0,100,90,9.17,light intensity shower rain
638,Pasni,PK,25.26,63.47,78.71,48,0,13.42,clear sky
639,Marsa Matruh,EG,31.35,27.25,73.4,60,40,8.05,scattered clouds
640,Pedernales,DO,18.04,-71.74,79.97,68,100,2.66,overcast clouds
641,Huilong,CN,31.81,121.66,70.0,79,44,1.99,scattered clouds
642,Tommot,RU,58.96,126.29,17.22,95,100,3.42,light snow
643,Dukat,RU,62.55,155.55,8.01,91,1,5.03,clear sky
644,Londoko,RU,49.03,131.98,37.13,91,100,2.8,overcast clouds
645,Kangaatsiaq,GL,68.31,-53.46,22.93,94,54,9.22,broken clouds
646,Shenjiamen,CN,29.96,122.3,66.99,70,83,9.89,broken clouds
647,Yaan,NG,7.38,8.57,80.13,78,70,3.18,broken clouds
648,Bilibino,RU,68.05,166.44,1.92,92,98,2.57,overcast clouds
649,Tacoronte,ES,28.48,-16.41,68.0,88,75,6.93,fog
650,Rio Branco,BR,-9.97,-67.81,77.0,88,0,3.36,clear sky
651,Mezen,RU,65.85,44.24,37.36,94,100,10.85,light rain
652,Shimoda,JP,34.67,138.95,68.0,68,20,10.29,few clouds
653,Lae,PG,-6.72,146.98,82.4,69,75,5.82,moderate rain
654,Bathsheba,BB,13.22,-59.52,82.4,78,20,16.11,few clouds
655,Djibo,BF,14.1,-1.63,85.14,13,33,5.37,scattered clouds
656,Lazo,RU,43.38,133.9,47.05,79,34,2.26,scattered clouds
657,Kalmunai,LK,7.42,81.82,86.79,60,68,9.19,broken clouds
658,Kodar,IN,16.98,79.97,86.13,54,0,7.52,clear sky
659,Nizhneangarsk,RU,55.78,109.55,23.22,85,10,1.74,clear sky
660,Bowen,AU,-20.02,148.23,82.4,61,100,6.93,overcast clouds
661,Antalaha,MG,-14.9,50.28,80.69,60,0,9.84,clear sky
662,Tandil,AR,-37.32,-59.13,50.0,92,0,5.64,clear sky
663,Tawang,IN,27.58,91.87,63.3,30,0,7.9,clear sky
664,Ngunguru,NZ,-35.62,174.5,66.0,86,97,4.0,light rain
665,Drayton Valley,CA,53.22,-114.99,35.01,90,100,11.56,overcast clouds
666,Basco,PH,20.45,121.97,81.39,84,92,26.64,light rain
667,Jijiga,ET,9.35,42.8,77.59,15,24,9.51,few clouds
668,Ostrovnoy,RU,68.05,39.51,39.79,93,99,16.98,overcast clouds
669,Inuvik,CA,68.35,-133.72,12.2,85,75,3.36,light snow
670,Taunggyi,MM,20.78,97.03,75.29,76,15,0.98,moderate rain
671,Gallup,US,35.53,-108.74,21.2,79,1,4.7,clear sky
672,Dunda,TZ,-8.12,34.25,85.17,35,95,5.23,overcast clouds
673,Maniitsoq,GL,65.42,-52.9,22.33,90,0,11.36,clear sky
674,Nelson Bay,AU,-32.72,152.15,63.0,82,75,17.22,broken clouds
675,Gull Lake,CA,50.1,-108.48,28.4,74,90,19.46,overcast clouds
676,Mujiayingzi,CN,42.12,118.78,50.27,36,2,8.63,clear sky
677,Yasugi,JP,35.43,133.25,64.4,63,20,6.93,few clouds
678,Sol-Iletsk,RU,51.16,54.99,36.37,75,0,19.04,clear sky
679,Carauari,BR,-4.88,-66.9,73.89,98,98,1.3,light rain
680,Ingleside,US,27.88,-97.21,62.6,100,90,13.87,overcast clouds
681,Puerto Cabezas,NI,14.04,-83.39,77.36,89,100,2.75,overcast clouds
682,Monterey,US,36.25,-121.25,46.4,61,1,1.07,clear sky
683,Wanning,CN,18.8,110.4,77.56,77,99,19.66,light rain
684,Cacu,BR,-18.56,-51.13,72.05,86,100,2.95,overcast clouds
685,Okha,RU,53.57,142.95,38.73,80,78,6.71,broken clouds
686,Monticello,US,45.31,-93.79,15.8,85,1,6.87,clear sky
687,Damghan,IR,36.17,54.35,70.34,24,15,0.96,few clouds
688,Myitkyina,MM,25.38,97.4,91.54,46,0,2.26,clear sky
689,Bol,TD,13.46,14.71,82.53,39,16,15.64,few clouds
690,Taltal,CL,-25.4,-70.48,55.85,80,68,2.59,broken clouds
691,Sigli,ID,5.38,95.96,85.69,65,44,5.06,light rain
